Time,Seconds,Latitude / Y Position (Degrees),Longitude / X Position (Degrees),Distance (Miles),Speed (MPH),Steering Angle,Throttle Position,Engine RPM,Lateral Gs,Acceleration Gs
2018-04-08 10:32:59.690685,776.993373,30.321292,-97.75527,7.99,27.176,-16.2,21,1485,0.09,0.07
2018-04-08 10:32:59.790686,777.093373,30.321291,-97.755257,7.99,27.129,-16.9,20,1482,0.09,0.06
2018-04-08 10:32:59.808150,777.1108370000001,30.321291,-97.755255,7.99,27.121,-17.0,20,1482,0.09,0.06
2018-04-08 10:32:59.890686,777.1933730000001,30.321291,-97.755245,7.99,27.081,-17.6,20,1479,0.09,0.06
2018-04-08 10:32:59.990686,777.2933730000001,30.32129,-97.75523199999999,7.99,27.034000000000002,-18.2,21,1476,0.09,0.06
2018-04-08 10:33:00.090685,777.393373,30.321288,-97.75522,8.0,26.986,-18.9,21,1473,0.08,0.06
2018-04-08 10:33:00.190685,777.493373,30.321286999999998,-97.755207,8.0,26.939,-19.6,22,1471,0.08,0.06
2018-04-08 10:33:00.290686,777.593373,30.321285999999997,-97.755195,8.0,26.891,-20.3,22,1468,0.08,0.06
2018-04-08 10:33:00.325366,777.628053,30.321284999999996,-97.755191,8.0,26.875,-20.6,23,1467,0.08,0.06
2018-04-08 10:33:00.390686,777.6933730000001,30.321284000000002,-97.755183,8.0,26.913,-21.0,23,1465,0.08,0.06
2018-04-08 10:33:00.413275,777.715962,30.321284000000002,-97.75518000000001,8.0,26.925,-21.2,23,1464,0.08,0.06
2018-04-08 10:33:00.490686,777.7933730000001,30.321283,-97.75517099999999,8.0,26.97,-21.7,23,1465,0.08,0.05
2018-04-08 10:33:00.590685,777.893373,30.321281,-97.755158,8.0,27.026999999999997,-22.4,24,1466,0.08,0.05
2018-04-08 10:33:00.607691,777.910378,30.321279999999998,-97.755156,8.0,27.037,-22.5,24,1466,0.08,0.05
2018-04-08 10:33:00.690685,777.993373,30.321278999999997,-97.755146,8.0,27.085,-22.8,24,1467,0.08,0.05
2018-04-08 10:33:00.790686,778.093373,30.321277000000002,-97.755134,8.0,27.142,-23.1,25,1468,0.08,0.05
2018-04-08 10:33:00.811146,778.113833,30.321276,-97.755131,8.0,27.154,-23.2,25,1468,0.08,0.05
2018-04-08 10:33:00.890686,778.1933730000001,30.321275,-97.755122,8.0,27.2,-23.5,24,1469,0.08,0.05
2018-04-08 10:33:00.990686,778.2933730000001,30.321272999999998,-97.75510899999999,8.0,27.256999999999998,-23.8,23,1470,0.08,0.05
2018-04-08 10:33:01.090685,778.393373,30.321270000000002,-97.75509699999999,8.0,27.315,-24.2,21,1471,0.07,0.05
2018-04-08 10:33:01.190685,778.493373,30.321268,-97.755085,8.0,27.372,-24.5,20,1472,0.07,0.04
2018-04-08 10:33:01.290686,778.593373,30.321265999999998,-97.755072,8.0,27.429000000000002,-24.9,19,1473,0.07,0.04
2018-04-08 10:33:01.390686,778.6933730000001,30.321263000000002,-97.75506,8.01,27.487,-25.2,18,1474,0.07,0.04
2018-04-08 10:33:01.413290,778.7159780000001,30.321263000000002,-97.755057,8.01,27.5,-25.3,17,1474,0.07,0.04
2018-04-08 10:33:01.413552,778.716239,30.321263000000002,-97.755057,8.01,27.5,-25.3,17,1474,0.07,0.04
2018-04-08 10:33:01.490686,778.7933730000001,30.321261,-97.75504699999999,8.01,27.456,-25.6,16,1471,0.07,0.04
2018-04-08 10:33:01.590685,778.893373,30.321258,-97.75503499999999,8.01,27.399,-25.9,15,1466,0.07,0.04
2018-04-08 10:33:01.607606,778.910293,30.321258,-97.755033,8.01,27.389,-26.0,15,1466,0.07,0.04
2018-04-08 10:33:01.690685,778.993373,30.321254999999997,-97.755023,8.01,27.342,-25.6,14,1462,0.07,0.04
2018-04-08 10:33:01.790686,779.093373,30.321252,-97.75501,8.01,27.285,-25.2,13,1458,0.07,0.04
2018-04-08 10:33:01.832561,779.135248,30.321251,-97.75500500000001,8.01,27.261,-25.0,12,1456,0.07,0.03
2018-04-08 10:33:01.890686,779.1933730000001,30.321248999999998,-97.754998,8.01,27.226999999999997,-24.7,12,1453,0.07,0.03
2018-04-08 10:33:01.990686,779.2933730000001,30.321246000000002,-97.754986,8.01,27.17,-24.2,12,1449,0.07,0.03
2018-04-08 10:33:02.090685,779.393373,30.321243,-97.754974,8.01,27.113000000000003,-23.8,11,1445,0.07,0.03
2018-04-08 10:33:02.190685,779.493373,30.321240000000003,-97.754962,8.01,27.055999999999997,-23.3,11,1441,0.06,0.03
2018-04-08 10:33:02.290686,779.593373,30.321237,-97.75495,8.01,26.999000000000002,-22.9,11,1436,0.06,0.03
2018-04-08 10:33:02.390686,779.6933730000001,30.321233000000003,-97.754938,8.01,26.941999999999997,-22.4,11,1432,0.06,0.03
2018-04-08 10:33:02.413334,779.716021,30.321232000000002,-97.754936,8.01,26.929000000000002,-22.3,11,1431,0.06,0.03
2018-04-08 10:33:02.490686,779.7933730000001,30.32123,-97.754926,8.01,26.885,-21.9,11,1432,0.06,0.03
2018-04-08 10:33:02.507864,779.8105519999999,30.321229,-97.754924,8.01,26.875,-21.9,11,1432,0.06,0.03
2018-04-08 10:33:02.590685,779.893373,30.321226,-97.754915,8.01,26.823,-21.5,10,1433,0.06,0.02
2018-04-08 10:33:02.607686,779.910374,30.321225,-97.754913,8.01,26.813000000000002,-21.4,10,1433,0.06,0.02
2018-04-08 10:33:02.690685,779.993373,30.321222,-97.754903,8.01,26.761,-20.3,10,1434,0.06,0.02
2018-04-08 10:33:02.790686,780.093373,30.321219,-97.754892,8.02,26.698,-18.9,10,1436,0.06,0.02
2018-04-08 10:33:02.830510,780.133198,30.321216999999997,-97.754887,8.02,26.673000000000002,-18.4,10,1436,0.06,0.02
2018-04-08 10:33:02.890686,780.1933740000001,30.321215000000002,-97.75488,8.02,26.636,-17.6,10,1437,0.06,0.02
2018-04-08 10:33:02.990687,780.293374,30.321210999999998,-97.754868,8.02,26.573,-16.2,11,1438,0.06,0.02
2018-04-08 10:33:03.090687,780.393374,30.321207,-97.754857,8.02,26.511,-14.8,12,1439,0.06,0.02
2018-04-08 10:33:03.190686,780.493374,30.321203000000004,-97.754846,8.02,26.448,-13.5,12,1440,0.06,0.02
2018-04-08 10:33:03.290686,780.593374,30.321199,-97.754835,8.02,26.386,-12.1,13,1442,0.05,0.01
2018-04-08 10:33:03.390686,780.6933740000001,30.321194000000002,-97.754823,8.02,26.323,-10.7,13,1443,0.05,0.01
2018-04-08 10:33:03.409036,780.711724,30.321194000000002,-97.75482099999999,8.02,26.311999999999998,-10.5,14,1443,0.05,0.01
2018-04-08 10:33:03.409222,780.711909,30.321194000000002,-97.75482099999999,8.02,26.311999999999998,-10.5,14,1443,0.05,0.01
2018-04-08 10:33:03.490687,780.793374,30.32119,-97.754812,8.02,26.261,-9.4,14,1441,0.05,0.01
2018-04-08 10:33:03.508147,780.810834,30.321189,-97.75480999999999,8.02,26.25,-9.2,14,1441,0.05,0.01
2018-04-08 10:33:03.590687,780.893374,30.321185999999997,-97.754801,8.02,26.234,-8.0,15,1438,0.05,0.01
2018-04-08 10:33:03.607473,780.910161,30.321184999999996,-97.754799,8.02,26.230999999999998,-7.8,15,1438,0.06,0.01
2018-04-08 10:33:03.690686,780.993374,30.321182,-97.75479,8.02,26.215999999999998,-8.0,15,1436,0.06,0.01
2018-04-08 10:33:03.790686,781.093374,30.321178000000003,-97.75478000000001,8.02,26.197,-8.3,16,1434,0.06,0.01
2018-04-08 10:33:03.807994,781.110682,30.321177000000002,-97.754778,8.02,26.194000000000003,-8.3,16,1433,0.06,0.01
2018-04-08 10:33:03.890686,781.1933740000001,30.321172999999998,-97.754769,8.02,26.178,-8.6,16,1431,0.06,0.02
2018-04-08 10:33:03.990687,781.293374,30.321169,-97.754758,8.02,26.159000000000002,-8.8,16,1429,0.06,0.02
2018-04-08 10:33:04.090687,781.393374,30.321165,-97.75474799999999,8.03,26.14,-9.1,16,1426,0.06,0.02
2018-04-08 10:33:04.190686,781.493374,30.321161,-97.754737,8.03,26.122,-9.4,16,1424,0.06,0.02
2018-04-08 10:33:04.290686,781.593374,30.321157,-97.754727,8.03,26.103,-9.6,16,1421,0.06,0.02
2018-04-08 10:33:04.390686,781.6933740000001,30.321153000000002,-97.754717,8.03,26.084,-9.9,15,1419,0.06,0.02
2018-04-08 10:33:04.407879,781.710567,30.321152,-97.754715,8.03,26.081,-10.0,15,1418,0.06,0.02
2018-04-08 10:33:04.413247,781.715935,30.321152,-97.754714,8.03,26.08,-10.0,15,1418,0.06,0.02
2018-04-08 10:33:04.490687,781.793374,30.321149,-97.754707,8.03,26.065,-10.2,15,1418,0.06,0.02
2018-04-08 10:33:04.590687,781.893374,30.321145,-97.754697,8.03,26.046,-10.5,15,1419,0.05,0.02
2018-04-08 10:33:04.608042,781.91073,30.321144,-97.754695,8.03,26.043000000000003,-10.5,15,1419,0.05,0.01
2018-04-08 10:33:04.690686,781.993374,30.321140999999997,-97.75468599999999,8.03,26.026999999999997,-9.9,15,1419,0.05,0.01
2018-04-08 10:33:04.790686,782.093374,30.321137,-97.754676,8.03,26.009,-9.2,15,1420,0.04,0.01
2018-04-08 10:33:04.807754,782.110441,30.321136,-97.754674,8.03,26.005,-9.1,15,1420,0.04,0.01
2018-04-08 10:33:04.890686,782.1933740000001,30.321133000000003,-97.754666,8.03,25.99,-8.5,14,1420,0.04,0.01
2018-04-08 10:33:04.990687,782.293374,30.321128,-97.75465600000001,8.03,25.971,-7.7,12,1420,0.03,0.01
2018-04-08 10:33:05.090687,782.393374,30.321123999999998,-97.754645,8.03,25.951999999999998,-7.0,11,1421,0.03,0.01
2018-04-08 10:33:05.190686,782.493374,30.32112,-97.754635,8.03,25.933000000000003,-6.3,9,1421,0.02,0.0
2018-04-08 10:33:05.290686,782.593374,30.321115000000002,-97.75462399999999,8.03,25.915,-5.6,8,1422,0.02,0.0
2018-04-08 10:33:05.390686,782.6933740000001,30.321109999999997,-97.754614,8.03,25.896,-4.9,6,1422,0.01,0.0
2018-04-08 10:33:05.408184,782.710871,30.321109999999997,-97.754612,8.03,25.892,-4.7,6,1422,0.01,-0.0
2018-04-08 10:33:05.413112,782.7158,30.321109000000003,-97.754611,8.03,25.892,-4.7,6,1422,0.01,-0.0
2018-04-08 10:33:05.490687,782.793374,30.321106,-97.754603,8.04,25.877,-4.1,5,1421,0.01,-0.0
2018-04-08 10:33:05.590687,782.893374,30.321101000000002,-97.754592,8.04,25.858,-3.4,3,1420,0.0,-0.01
2018-04-08 10:33:05.608165,782.910853,30.3211,-97.75459000000001,8.04,25.855,-3.3,3,1419,0.0,-0.01
2018-04-08 10:33:05.690686,782.993374,30.321096,-97.754581,8.04,25.839000000000002,-2.9,2,1418,-0.0,-0.01
2018-04-08 10:33:05.790686,783.093374,30.321091999999997,-97.754571,8.04,25.82,-2.5,0,1417,-0.01,-0.02
2018-04-08 10:33:05.807672,783.11036,30.321091,-97.75456899999999,8.04,25.816999999999997,-2.4,0,1417,-0.01,-0.02
2018-04-08 10:33:05.890686,783.1933740000001,30.321087,-97.75456,8.04,25.802,-2.1,0,1416,-0.01,-0.03
2018-04-08 10:33:05.990687,783.293374,30.321082,-97.754549,8.04,25.783,-1.6,0,1415,-0.01,-0.03
2018-04-08 10:33:06.090687,783.393374,30.321077000000002,-97.754538,8.04,25.764,-1.2,0,1413,-0.02,-0.04
2018-04-08 10:33:06.190686,783.493374,30.321071999999997,-97.754527,8.04,25.745,-0.7,0,1412,-0.02,-0.04
2018-04-08 10:33:06.290686,783.593374,30.321067,-97.75451600000001,8.04,25.726,-0.3,0,1411,-0.02,-0.05
2018-04-08 10:33:06.390686,783.6933740000001,30.321062,-97.75450500000001,8.04,25.708000000000002,0.1,0,1409,-0.03,-0.05
2018-04-08 10:33:06.407937,783.710624,30.321061,-97.754503,8.04,25.704,0.2,0,1409,-0.03,-0.05
2018-04-08 10:33:06.415742,783.71843,30.321061,-97.754502,8.04,25.703000000000003,0.3,0,1409,-0.03,-0.05
2018-04-08 10:33:06.490687,783.793374,30.321057,-97.754494,8.04,25.689,0.6,0,1404,-0.03,-0.05
2018-04-08 10:33:06.590687,783.893374,30.321052,-97.754483,8.04,25.67,1.0,0,1398,-0.03,-0.05
2018-04-08 10:33:06.607748,783.910435,30.321051,-97.75448100000001,8.04,25.666999999999998,1.1,0,1397,-0.03,-0.05
2018-04-08 10:33:06.690686,783.993374,30.321046999999997,-97.75447199999999,8.04,25.651,1.1,0,1392,-0.03,-0.05
2018-04-08 10:33:06.790686,784.093374,30.321042,-97.75446099999999,8.04,25.631999999999998,1.0,0,1386,-0.03,-0.05
2018-04-08 10:33:06.829442,784.13213,30.321040000000004,-97.75445699999999,8.04,25.625,1.0,0,1384,-0.03,-0.05
2018-04-08 10:33:06.890686,784.1933740000001,30.321037,-97.75445,8.05,25.59,1.0,0,1380,-0.03,-0.05
2018-04-08 10:33:06.990687,784.293374,30.321033,-97.75444,8.05,25.531999999999996,0.9,0,1374,-0.03,-0.06
2018-04-08 10:33:07.090687,784.393375,30.321028000000002,-97.754429,8.05,25.474,0.9,0,1368,-0.03,-0.06
2018-04-08 10:33:07.190688,784.493375,30.321022999999997,-97.754418,8.05,25.416,0.8,0,1362,-0.03,-0.06
2018-04-08 10:33:07.290688,784.593375,30.321018,-97.754407,8.05,25.358,0.8,0,1356,-0.03,-0.06
2018-04-08 10:33:07.390687,784.693375,30.321013,-97.754397,8.05,25.3,0.7,0,1350,-0.03,-0.06
2018-04-08 10:33:07.408118,784.7108059999999,30.321012,-97.754395,8.05,25.29,0.7,0,1349,-0.03,-0.06
2018-04-08 10:33:07.416939,784.719627,30.321012,-97.75439399999999,8.05,25.285,0.7,0,1348,-0.03,-0.06
2018-04-08 10:33:07.490687,784.793375,30.321008000000003,-97.754386,8.05,25.241999999999997,0.7,0,1344,-0.03,-0.06
2018-04-08 10:33:07.590687,784.893375,30.321003,-97.754375,8.05,25.184,0.6,0,1339,-0.02,-0.06
2018-04-08 10:33:07.607965,784.910653,30.321003,-97.754374,8.05,25.174,0.6,0,1338,-0.02,-0.06
2018-04-08 10:33:07.690688,784.993375,30.320999,-97.754365,8.05,25.125999999999998,0.3,0,1334,-0.02,-0.06
2018-04-08 10:33:07.790688,785.093375,30.320994,-97.754355,8.05,25.068,0.0,0,1329,-0.01,-0.06
2018-04-08 10:33:07.890687,785.193375,30.320989,-97.75434399999999,8.05,25.01,-0.3,0,1323,-0.01,-0.06
2018-04-08 10:33:07.908321,785.211008,30.320988,-97.75434200000001,8.05,25.0,-0.3,0,1322,-0.0,-0.06
2018-04-08 10:33:07.990687,785.293375,30.320984000000003,-97.754334,8.05,24.897,-0.6,0,1318,0.0,-0.05
2018-04-08 10:33:08.090687,785.393375,30.32098,-97.754324,8.05,24.772,-0.9,0,1313,0.01,-0.05
2018-04-08 10:33:08.190688,785.493375,30.320975,-97.754313,8.05,24.647,-1.2,0,1308,0.01,-0.05
2018-04-08 10:33:08.290688,785.593375,30.320971000000004,-97.75430300000001,8.05,24.521,-1.5,0,1303,0.02,-0.05
2018-04-08 10:33:08.390687,785.693375,30.320966,-97.754293,8.06,24.396,-1.8,0,1297,0.02,-0.05
2018-04-08 10:33:08.408153,785.7108400000001,30.320965,-97.75429100000001,8.06,24.374000000000002,-1.9,0,1296,0.02,-0.05
2018-04-08 10:33:08.415856,785.718543,30.320965,-97.75429,8.06,24.365,-1.9,0,1296,0.02,-0.05
2018-04-08 10:33:08.490687,785.793375,30.320960999999997,-97.754283,8.06,24.271,-2.1,0,1292,0.02,-0.05
2018-04-08 10:33:08.590687,785.893375,30.320957,-97.754272,8.06,24.146,-2.4,0,1286,0.02,-0.06
2018-04-08 10:33:08.607710,785.9103980000001,30.320956,-97.754271,8.06,24.124000000000002,-2.5,0,1285,0.02,-0.06
2018-04-08 10:33:08.690688,785.993375,30.320952000000002,-97.754263,8.06,24.021,-2.2,0,1280,0.02,-0.06
2018-04-08 10:33:08.790688,786.093375,30.320947999999998,-97.754253,8.06,23.895,-1.9,0,1274,0.02,-0.06
2018-04-08 10:33:08.890687,786.193375,30.320944,-97.754243,8.06,23.77,-1.6,0,1268,0.02,-0.06
2018-04-08 10:33:08.906872,786.20956,30.320943,-97.75424100000001,8.06,23.75,-1.6,0,1267,0.02,-0.06
2018-04-08 10:33:08.990687,786.293375,30.320939000000003,-97.754233,8.06,23.645,-1.3,0,1262,0.03,-0.07
2018-04-08 10:33:09.090687,786.393375,30.320935,-97.754224,8.06,23.52,-1.0,0,1256,0.03,-0.07
2018-04-08 10:33:09.190688,786.493375,30.32093,-97.754214,8.06,23.395,-0.7,0,1250,0.03,-0.07
2018-04-08 10:33:09.290688,786.593375,30.320926,-97.754204,8.06,23.271,-0.4,0,1244,0.03,-0.07
2018-04-08 10:33:09.390687,786.693375,30.320921999999996,-97.754195,8.06,23.146,-0.1,0,1238,0.03,-0.07
2018-04-08 10:33:09.408167,786.710855,30.320921000000002,-97.754193,8.06,23.124000000000002,-0.0,0,1237,0.03,-0.07
2018-04-08 10:33:09.417834,786.720522,30.320921000000002,-97.754192,8.06,23.112,0.0,0,1236,0.03,-0.07
2018-04-08 10:33:09.490687,786.793375,30.320916999999998,-97.75418499999999,8.06,23.021,0.2,0,1230,0.03,-0.08
2018-04-08 10:33:09.590687,786.893375,30.320913,-97.754176,8.06,22.896,0.5,0,1222,0.03,-0.08
2018-04-08 10:33:09.607761,786.9104480000001,30.320912,-97.754174,8.06,22.875,0.6,0,1220,0.03,-0.08
2018-04-08 10:33:09.690688,786.993375,30.320909000000004,-97.754166,8.06,22.771,0.5,0,1214,0.03,-0.08
2018-04-08 10:33:09.790688,787.093375,30.320905,-97.75415699999999,8.06,22.646,0.3,0,1205,0.03,-0.08
2018-04-08 10:33:09.890687,787.193375,30.3209,-97.754148,8.07,22.521,0.1,0,1197,0.03,-0.08
2018-04-08 10:33:09.907585,787.2102719999999,30.3209,-97.754147,8.07,22.5,0.1,0,1196,0.02,-0.08
2018-04-08 10:33:09.990687,787.293375,30.320896,-97.754139,8.07,22.296,-0.1,0,1189,0.02,-0.08
2018-04-08 10:33:10.090687,787.393375,30.320891999999997,-97.75413,8.07,22.05,-0.3,0,1181,0.02,-0.08
2018-04-08 10:33:10.190688,787.493375,30.320888,-97.754121,8.07,21.804000000000002,-0.4,0,1173,0.02,-0.08
2018-04-08 10:33:10.290688,787.593375,30.320884000000003,-97.754112,8.07,21.558000000000003,-0.6,0,1164,0.02,-0.08
2018-04-08 10:33:10.390687,787.693375,30.32088,-97.754103,8.07,21.311999999999998,-0.8,0,1156,0.02,-0.08
2018-04-08 10:33:10.416090,787.7187769999999,30.320878999999998,-97.754101,8.07,21.25,-0.9,0,1154,0.02,-0.08
2018-04-08 10:33:10.490687,787.793375,30.320876000000002,-97.75409499999999,8.07,21.066,-1.0,0,1154,0.02,-0.08
2018-04-08 10:33:10.590687,787.893375,30.320871999999998,-97.754086,8.07,20.82,-1.2,0,1155,0.02,-0.08
2018-04-08 10:33:10.607949,787.9106370000001,30.320871,-97.754085,8.07,20.778000000000002,-1.2,0,1155,0.02,-0.08
2018-04-08 10:33:10.690688,787.993375,30.320868,-97.754078,8.07,20.574,-1.3,0,1155,0.02,-0.08
2018-04-08 10:33:10.790688,788.093375,30.320864,-97.75407,8.07,20.328,-1.3,0,1155,0.02,-0.09
2018-04-08 10:33:10.890687,788.193375,30.320860999999997,-97.754062,8.07,20.083,-1.4,0,1155,0.02,-0.09
2018-04-08 10:33:10.924275,788.226963,30.320859000000002,-97.754059,8.07,20.0,-1.4,0,1156,0.02,-0.09
2018-04-08 10:33:10.990687,788.293375,30.320857,-97.75405400000001,8.07,19.832,-1.5,0,1156,0.02,-0.09
2018-04-08 10:33:11.090687,788.393375,30.320853000000003,-97.754046,8.07,19.579,-1.5,0,1156,0.02,-0.09
2018-04-08 10:33:11.190688,788.493375,30.320849,-97.754038,8.07,19.326,-1.6,0,1156,0.02,-0.09
2018-04-08 10:33:11.290688,788.5933759999999,30.320846000000003,-97.75403,8.07,19.073,-1.7,0,1157,0.02,-0.09
2018-04-08 10:33:11.390689,788.693376,30.320842,-97.75402199999999,8.07,18.82,-1.7,0,1157,0.02,-0.09
2018-04-08 10:33:11.420601,788.723288,30.320840999999998,-97.75402,8.07,18.744,-1.8,0,1157,0.02,-0.09
2018-04-08 10:33:11.490689,788.793376,30.320838000000002,-97.754014,8.07,18.567,-1.8,0,1154,0.02,-0.09
2018-04-08 10:33:11.590688,788.893376,30.320835,-97.754007,8.08,18.314,-1.9,0,1149,0.02,-0.09
2018-04-08 10:33:11.611860,788.914547,30.320834,-97.754005,8.08,18.26,-1.9,0,1147,0.02,-0.09
2018-04-08 10:33:11.690688,788.993376,30.320831,-97.753999,8.08,18.061,-1.9,0,1144,0.02,-0.09
2018-04-08 10:33:11.790688,789.0933759999999,30.320828000000002,-97.75399200000001,8.08,17.808,-1.8,0,1139,0.02,-0.09
2018-04-08 10:33:11.890689,789.193376,30.320825,-97.753985,8.08,17.555,-1.8,0,1134,0.02,-0.09
2018-04-08 10:33:11.912376,789.215064,30.320823999999998,-97.753984,8.08,17.5,-1.7,0,1133,0.02,-0.09
2018-04-08 10:33:11.990689,789.293376,30.320821000000002,-97.753978,8.08,17.304000000000002,-1.7,0,1129,0.02,-0.1
2018-04-08 10:33:12.090688,789.393376,30.320818,-97.75397199999999,8.08,17.054000000000002,-1.7,0,1124,0.02,-0.1
2018-04-08 10:33:12.190688,789.493376,30.320815000000003,-97.75396500000001,8.08,16.803,-1.6,0,1119,0.02,-0.1
2018-04-08 10:33:12.290688,789.5933759999999,30.320812,-97.753958,8.08,16.553,-1.6,0,1114,0.02,-0.1
2018-04-08 10:33:12.390689,789.693376,30.320809000000004,-97.753951,8.08,16.303,-1.5,0,1109,0.02,-0.1
2018-04-08 10:33:12.415889,789.718576,30.320808000000003,-97.75395,8.08,16.239,-1.5,0,1107,0.02,-0.1
2018-04-08 10:33:12.425529,789.728216,30.320808000000003,-97.753949,8.08,16.215,-1.5,0,1107,0.02,-0.1
2018-04-08 10:33:12.490689,789.793376,30.320806,-97.753945,8.08,16.052,-1.5,0,1109,0.02,-0.1
2018-04-08 10:33:12.590688,789.893376,30.320803,-97.753939,8.08,15.802,-1.4,0,1113,0.02,-0.1
2018-04-08 10:33:12.612179,789.914867,30.320802,-97.753937,8.08,15.748,-1.4,0,1114,0.02,-0.1
2018-04-08 10:33:12.690688,789.993376,30.3208,-97.75393299999999,8.08,15.550999999999998,-1.3,0,1117,0.02,-0.09
2018-04-08 10:33:12.790688,790.0933759999999,30.320797,-97.753927,8.08,15.300999999999998,-1.1,0,1121,0.02,-0.09
2018-04-08 10:33:12.890689,790.193376,30.320794,-97.75392099999999,8.08,15.050999999999998,-1.0,0,1125,0.02,-0.09
2018-04-08 10:33:12.910974,790.213662,30.320794,-97.75392,8.08,15.0,-1.0,0,1126,0.02,-0.09
2018-04-08 10:33:12.990689,790.293376,30.320790999999996,-97.753915,8.08,14.8,-0.9,0,1129,0.01,-0.09
2018-04-08 10:33:13.090688,790.393376,30.320789,-97.753909,8.08,14.55,-0.7,0,1132,0.01,-0.09
2018-04-08 10:33:13.190688,790.493376,30.320786,-97.75390300000001,8.08,14.299000000000001,-0.6,0,1136,0.01,-0.09
2018-04-08 10:33:13.290688,790.5933759999999,30.320783000000002,-97.753897,8.08,14.049000000000001,-0.4,0,1140,0.01,-0.08
2018-04-08 10:33:13.390689,790.693376,30.32078,-97.75389200000001,8.08,13.798,-0.3,0,1144,0.01,-0.08
2018-04-08 10:33:13.417582,790.720269,30.320778999999998,-97.75389,8.08,13.731,-0.3,0,1145,0.01,-0.08
2018-04-08 10:33:13.490689,790.793376,30.320777000000003,-97.753886,8.08,13.547,-0.2,0,1137,0.01,-0.08
2018-04-08 10:33:13.590688,790.893376,30.320775,-97.75388000000001,8.08,13.297,-0.0,0,1126,0.01,-0.08
2018-04-08 10:33:13.608791,790.911479,30.320774,-97.753879,8.08,13.251,0.0,0,1124,0.01,-0.08
2018-04-08 10:33:13.690688,790.993376,30.320771999999998,-97.753875,8.08,13.046,-0.1,0,1115,0.01,-0.08
2018-04-08 10:33:13.790688,791.0933759999999,30.32077,-97.75386999999999,8.08,12.796,-0.1,0,1105,0.01,-0.07
2018-04-08 10:33:13.890689,791.193376,30.320768,-97.753865,8.08,12.545,-0.2,0,1094,0.01,-0.07
2018-04-08 10:33:13.908681,791.211368,30.320767,-97.75386400000001,8.09,12.5,-0.2,0,1092,0.01,-0.07
2018-04-08 10:33:13.990689,791.293376,30.320765,-97.75386,8.09,12.397,-0.3,0,1083,0.01,-0.07
2018-04-08 10:33:14.090688,791.393376,30.320763,-97.753855,8.09,12.272,-0.3,0,1072,0.01,-0.07
2018-04-08 10:33:14.190688,791.493376,30.320760999999997,-97.753851,8.09,12.147,-0.4,0,1061,0.01,-0.07
2018-04-08 10:33:14.290688,791.5933759999999,30.320758,-97.753846,8.09,12.022,-0.5,0,1050,0.01,-0.07
2018-04-08 10:33:14.390689,791.693376,30.320756,-97.75384100000001,8.09,11.897,-0.5,0,1039,0.01,-0.06
2018-04-08 10:33:14.407763,791.71045,30.320756,-97.75384100000001,8.09,11.876,-0.6,0,1038,0.01,-0.06
2018-04-08 10:33:14.459539,791.7622259999999,30.320755,-97.753838,8.09,11.811,-0.6,0,1032,0.01,-0.06
2018-04-08 10:33:14.490689,791.793376,30.320753999999997,-97.753837,8.09,11.772,-0.6,0,1039,0.01,-0.07
2018-04-08 10:33:14.590688,791.893376,30.320752000000002,-97.75383199999999,8.09,11.647,-0.7,0,1061,0.01,-0.07
2018-04-08 10:33:14.607979,791.910666,30.320752000000002,-97.75383199999999,8.09,11.625,-0.7,0,1065,0.01,-0.07
2018-04-08 10:33:14.690688,791.993376,30.32075,-97.753828,8.09,11.522,-0.7,0,1083,0.01,-0.07
2018-04-08 10:33:14.790688,792.0933759999999,30.320748,-97.753824,8.09,11.397,-0.6,0,1105,0.01,-0.07
2018-04-08 10:33:14.890689,792.193376,30.320746000000003,-97.75381999999999,8.09,11.272,-0.5,0,1127,0.0,-0.08
2018-04-08 10:33:14.908156,792.2108440000001,30.320746000000003,-97.753819,8.09,11.25,-0.5,0,1131,0.0,-0.08
2018-04-08 10:33:14.990689,792.293376,30.320744,-97.753816,8.09,11.044,-0.5,0,1149,0.0,-0.08
2018-04-08 10:33:15.090688,792.393376,30.320742,-97.753812,8.09,10.794,-0.4,0,1171,0.0,-0.08
2018-04-08 10:33:15.190688,792.493376,30.32074,-97.75380799999999,8.09,10.543,-0.4,0,1193,0.0,-0.08
2018-04-08 10:33:15.290688,792.5933759999999,30.320738000000002,-97.753803,8.09,10.293,-0.3,0,1215,0.0,-0.09
2018-04-08 10:33:15.390689,792.693376,30.320736,-97.7538,8.09,10.043,-0.2,0,1237,0.0,-0.09
2018-04-08 10:33:15.407871,792.710558,30.320736,-97.753799,8.09,10.0,-0.2,0,1240,0.0,-0.09
2018-04-08 10:33:15.460664,792.763351,30.320735,-97.75379699999999,8.09,9.868,-0.2,0,1252,0.0,-0.09
2018-04-08 10:33:15.490689,792.793377,30.320734,-97.753796,8.09,9.793,-0.2,0,1246,0.0,-0.09
2018-04-08 10:33:15.590690,792.893377,30.320733,-97.753792,8.09,9.543,-0.1,0,1227,0.0,-0.09
2018-04-08 10:33:15.608840,792.911528,30.320732,-97.753792,8.09,9.498,-0.1,0,1223,0.0,-0.09
2018-04-08 10:33:15.690690,792.993377,30.320731,-97.753789,8.09,9.293,-0.1,0,1208,0.0,-0.09
2018-04-08 10:33:15.790689,793.0933769999999,30.320728999999996,-97.753785,8.09,9.043,-0.0,0,1189,0.01,-0.08
